NSE Ticker,Name
HOACFOODS,HOAC FOODS INDIA LIMITED 
HOLMARC,HOLMARC OPTO MECHATRO L  
HOMEFIRST,HOME FIRST FIN CO IND LTD
HOMESFY,HOMESFY REALTY LIMITED   
HONASA,HONASA CONSUMER LIMITED  
HONAUT,HONEYWELL AUTOMATION IND 
HONDAPOWER,HONDA I POWER PRODUCT LTD
HPAL,HP ADHESIVES LIMITED     
HPIL,HINDPRAKASH INDUSTRY LTD 
HPL,HPL ELECTRIC & POWER LTD 
HPTL,HP TELECOM INDIA LIMITED 
HRHNEXT,HRH NEXT SERVICES LIMITED
HSCL,HIMADRI SPECIALITY CHEM L
HTMEDIA,HT MEDIA LIMITED         
HUBTOWN,HUBTOWN LIMITED          
HUDCO,HSG & URBAN DEV CORPN LTD
HUHTAMAKI,HUHTAMAKI INDIA LIMITED  
HVAX,HVAX TECHNOLOGIES LIMITED
HYBRIDFIN,HYBRID FINANCIAL SERVICE 
HYUNDAI,HYUNDAI MOTOR INDIA LTD  
IBLFL,IBL FINANCE LIMITED      
IBULLSLTD,INDIABULLS LIMITED       
ICDSLTD,ICDS LTD                 
ICELCO,IC ELECTRICALS COMPANY L 
ICEMAKE,ICE MAKE REFRIGERAT LTD  
ICICIAMC,ICICI PRUDENTIAL AMC LTD 
ICICIBANK,ICICI BANK LTD.          
ICICIGI,ICICI LOMBARD GIC LIMITED
ICICIPRULI,ICICI PRU LIFE INS CO LTD
ICIL,INDO COUNT INDUSTRIES LTD
ICRA,ICRA LIMITED             
IDBI,IDBI BANK LIMITED        
IDEA,VODAFONE IDEA LIMITED    
IDEAFORGE,IDEAFORGE TECHNO LTD     
IDEALTECHO,IDEAL TECHNOPLAST IND LTD
IDENTICAL,IDENTICAL BRAINS STUDIO L
IDFCFIRSTB,IDFC FIRST BANK LIMITED  
IEML,INDIAN EMULSIFIERS LTD   
IEX,INDIAN ENERGY EXC LTD    
IFBAGRO,IFB AGRO INDUSTRIES LTD  
IFBIND,IFB INDUSTRIES LTD       
IFCI,IFCI LTD                 
IFGLEXPOR,IFGL REFRACTORIES LIMITED
IGARASHI,IGARASHI MOTORS INDIA LTD
IGCL,INDOGULF CROPSCIENCES LTD
IGIL,INTL GEMOLOGICAL INST LTD
IGL,INDRAPRASTHA GAS LTD     
IGPL,I G PETROCHEMICALS LTD   
IIFL,IIFL FINANCE LIMITED     
IIFLCAPS,IIFL CAPITAL SERVICES LTD
IITL,INDUSTRIAL INV TRUST LTD 
IKIO,IKIO TECHNOLOGIES LIMITED
IKS,INVENTURUS KNOWLEDGE SO L
IL&FSENGG,IL&FS ENG AND CONS CO LTD
IL&FSTRANS,IL&FS TRANS NET LTD      
IMAGICAA,IMAGICAAWORLD ENT LTD    
IMFA,INDIAN METALS & FERRO    
IMPAL,IND MOTOR PART & ACC LTD 
IMPEXFERRO,IMPEX FERRO TECH LIMITED 
INA,INSOLATION ENERGY LIMITED
INCREDIBLE,INCREDIBLE INDUSTRIES LTD
INDBANK,INDBANK MERCH BANK       
INDGN,INDEGENE LIMITED         
INDHOTEL,THE INDIAN HOTELS CO. LTD
INDIACEM,THE INDIA CEMENTS LIMITED
INDIAGLYCO,INDIA GLYCOLS LTD        
INDIAMART,INDIAMART INTERMESH LTD  
INDIANB,INDIAN BANK              
INDIANCARD,INDIAN CARD CLOTHING CO. 
INDIANHUME,INDIAN HUME PIPE CO. LTD.
INDIASHLTR,INDIA SHELTER FIN CORP L 
INDIFRA,INDIFRA LIMITED          
INDIGO,INTERGLOBE AVIATION LTD  
INDIGOPNTS,INDIGO PAINTS LIMITED    
INDIGRID,INDIGRID INFRASTRUCT TRST
INDIQUBE,INDIQUBE SPACES LIMITED  
INDNIPPON,INDIA NIPPON ELECT  LTD  
INDOAMIN,INDO AMINES LIMITED      
INDOBORAX,INDO BORAX & CHEMICAL LTD
INDOCO,INDOCO REMEDIES LTD.     
INDOFARM,INDO FARM EQUIPMENT LTD  
INDOMIM,INDO-MIM LIMITED         
INDORAMA,INDO RAMA SYNTHETICS LTD 
INDOSTAR,INDOSTAR CAPITAL FIN LTD 
INDOTECH,INDO TECH TRANSFORM LTD. 
INDOTHAI,INDO THAI SEC LTD        
INDOUS,INDO US BIOTECH LTD      
INDOWIND,INDOWIND ENERGY LTD      
INDPRUD,INDUSTRIAL & PRU INV CO L
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP
INDSWFTLAB,IND SWIFT LABORATORIES LT
INDTERRAIN,IND TERRAIN FASHIONS LTD 
INDUSINDBK,INDUSIND BANK LIMITED    
INDUSINVIT,INDUS INFRA TRUST        
INDUSTOWER,INDUS TOWERS LIMITED     
INFINIUM,INFINIUM PHARMACHEM LTD  
INFLUX,INFLUX HEALTHTECH LIMITED
INFOBEAN,INFOBEANS TECHNO. LTD.   
INFOLLION,INFOLLION RESEARCH SER L 
INFOMEDIA,INFOMEDIA PRESS LIMITED  
INFY,INFOSYS LIMITED          
INGERRAND,INGERSOLL-RAND INDIA LTD 
INM,INTERIORS & MORE LIMITED 
INNOMET,INNOMET ADVANCED MATERI L
INNOVACAP,INNOVA CAPTAB LIMITED    
INNOVANA,INNOVANA THINKLABS LTD   
INNOVISION,INNOVISION LIMITED       
INOXGREEN,INOX GREEN ENERGY SER LTD
INOXINDIA,INOX INDIA LIMITED       
INOXWIND,INOX WIND LIMITED        
INSECTICID,INSECTICIDES (I) LTD     
INSPIRE,INSPIRE FILMS LIMITED    
INSPIRISYS,INSPIRISYS SOLUTIONS LTD 
INTEGRITY,INTEGRITY INFRABUILD DE L
INTELLECT,INTELLECT DESIGN ARENA   
INTENTECH,INTENSE TECHNOLOGIES LTD 
INTERARCH,INTERARCH BLDNG SOLTN LTD
INTERISE,INTERISE TRUST           
INTLCONV,INTL CONVEYORS LIMITED   
INVENTURE,INVENTURE GRO & SEC LTD  
INVICTA,INVICTA DIAGNOSTIC LTD   
INVPRECQ,INVESTMENT & PREC CAST L 
IOB,INDIAN OVERSEAS BANK     
IOC,INDIAN OIL CORP LTD      
IOLCP,IOL CHEM AND PHARMA LTD  
IONEXCHANG,ION EXCHANGE (INDIA) LTD 
IPCALAB,IPCA LABORATORIES LTD    
IPHL,INDIAN PHOSPHATE LIMITED 
IPL,INDIA PESTICIDES LIMITED 
IPSL,INTEGRATED PERSO SER LTD 
IRB,IRB INFRA DEV LTD.       
IRBINVIT,IRB INVIT FUND           
IRBIT,IRB INFRASTRUCTURE TRUST 
IRCON,IRCON INTERNATIONAL LTD  
IRCTC,INDIAN RAIL TOUR CORP LTD
IREDA,INDIAN RENEWABLE ENERGY  
IRFC,INDIAN RAILWAY FIN CORP L
IRIS,IRIS REGTECH SOLUTION LTD
IRISDOREME,IRIS CLOTHINGS LIMITED   
IRMENERGY,IRM ENERGY LIMITED       
ISFT,INTRASOFT TECH. LTD      
ISGEC,ISGEC HEAVY ENG LTD      
ISHAN,ISHAN INTERNATIONAL LTD  
ISHANCH,ISHAN DYES N CHEMICALS L 
ITALIANE,ITALIAN EDIBLES LIMITED  
ITC,ITC LTD                  
ITCHOTELS,ITC HOTELS LIMITED       
ITDC,INDIA TOUR. DEV. CO. LTD.
ITI,ITI LTD                  
ITTL,INNOVATIVE TYRE & TUBE LT
IVALUE,IVALUE INFOSOLUTIONS LTD 
IVC,IL&FS INVESTMENT MANAGERS
IVP,IVP LIMITED              
IWARE,IWARE SUPPLYCHAIN SER LTD
IWP,INDIAN WOOD PRODUCTS CO L
IXIGO,LE TRAVENUES TECHNOLOGY L
IZMO,IZMO LIMITED             
J&KBANK,J & K BANK LTD.          
JAGRAN,JAGRAN PRAKASHAN LIMITED 
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS
JAIBALAJI,JAI BALAJI INDUSTRIES LTD
JAICORPLTD,JAI CORP LIMITED         
JAINAM,JAINAM FER ALLOYS (I) LTD
JAINIK,JAINIK POWER CABLES LTD  
JAINREC,JAIN RESOURCE RECYCLING L
JAIPURKURT,NANDANI CREATION LIMITED 
JAKHARIA,JAKHARIA FABRIC LIMITED  
JALAN,JALAN TRANSOLU. INDIA LTD
JAMNAAUTO,JAMNA AUTO IND LTD       
JARO,JARO INS OF TEC MG N RE L
JASH,JASH ENGINEERING LIMITED 
JAYAGROGN,JAYANT AGRO ORGANICS LTD 
JAYBARMARU,JAY BHARAT MARUTI LTD    
JAYBEE,JAY BEE LAMINATIONS LTD  
JAYESH,JAYESH LOGISTICS LIMITED 
JAYKAY,JAYKAY ENTERPRISES LTD   
JAYNECOIND,JAYASWAL NECO INDUSTR LTD
JAYSREETEA,JAYSHREE TEA & INDUSTRIES
JBMA,JBM AUTO LIMITED         
JETFREIGHT,JET FREIGHT LOGISTICS LTD
JETKNIT,JET KNITWEARS LTD.       
JEYYAM,JEYYAM GLOBAL FOODS LTD  
JFLLIFE,JFL LIFE SCIENCES LIMITED
JGCHEM,J.G.CHEMICALS LIMITED    
JHS,JHS SVEND. LAB. LTD      
JINDALPHOT,JINDAL PHOTO LIMITED     
JINDALPOLY,JINDAL POLY FILMS LIMITED
JINDALSAW,JINDAL SAW LIMITED       
JINDALSTEL,JINDAL STEEL LIMITED     
JINDRILL,JINDAL DRILLING IND. LTD 
JINDWORLD,JINDAL WORLDWIDE LTD     
JIOFIN,JIO FIN SERVICES LTD     
JISLDVREQS,JAIN DVR EQUITY SHARES   
JISLJALEQS,JAIN IRRIGATION SYSTEMS  
JITFINFRA,JITF INFRALOGISTICS LTD  
JIWANRAM,JIWANRAM SHEODUTTRA IND L
JKCEMENT,JK CEMENT LIMITED        
JKIL,JKUMAR INFR.LTD.         
JKIPL,JINKUSHAL INDUSTRIES LTD 
JKLAKSHMI,JK LAKSHMI CEMENT LTD    
JKPAPER,JK PAPER LIMITED         
JKTYRE,JK TYRE & INDUSTRIES LTD 
JLHL,JUPITER LIFE LINE HOSP L 
JMA,JULLUNDUR MOT AGENCY LTD 
JMFINANCIL,JM FINANCIAL LIMITED     
JNKINDIA,JNK INDIA LIMITED        
JNPR,JUNIPER GREEN ENERGY LTD 
JOCIL,JOCIL LIMITED            
JPOLYINVST,JIND POL INV & FIN CO LTD
JPPOWER,JAIPRAKASH POWER VEN. LTD
JSFB,JANA SMALL FIN BANK LTD  
JSL,JINDAL STAINLESS LIMITED 
JSLL,JEENA SIKHO LIFECARE LTD 
JSWCEMENT,JSW CEMENT LIMITED       
JSWDULUX,JSW DULUX LIMITED        
JSWENERGY,JSW ENERGY LIMITED       
JSWHL,JSW HOLDINGS LIMITED     
JSWINFRA,JSW INFRASTRUCTURE LTD   
JSWSTEEL,JSW STEEL LIMITED        
JTEKTINDIA,JTEKT INDIA LIMITED      
JTLIND,JTL INDUSTRIES LIMITED   
JUBLCPL,JUBILANT AGRI N CON PRO L
JUBLFOOD,JUBILANT FOODWORKS LTD   
JUBLINGREA,JUBILANT INGREVIA LIMITED
JUBLPHARMA,JUBILANT PHARMOVA LTD    
JUNIPER,JUNIPER HOTELS LIMITED   
JUSTDIAL,JUSTDIAL LTD.            
JWL,JUPITER WAGONS LIMITED   
JYOTHYLAB,JYOTHY LABS LIMITED      
JYOTICNC,JYOTI CNC AUTOMATION LTD 
JYOTIGLOBL,JYOTI GLOBAL PLAST LTD   
JYOTISTRUC,JYOTI STRUCTURES LTD     
K2INFRA,K2 INFRAGEN LIMITED      
KABRAEXTRU,KABRA EXTRUSION TECHNIK L
KAJARIACER,KAJARIA CERAMICS LTD     
KAKATCEM,KAKATIYA CEM SUGAR &IND L
KALAMANDIR,SAI SILKS (KALAMANDIR) L 
KALANA,KALANA ISPAT LIMITED     
KALPATARU,KALPATARU LIMITED        
KALYANI,KALYANI COMMERCIALS LTD  
KALYANIFRG,KALYANI FORGE LIMITED    
KALYANKJIL,KALYAN JEWELLERS IND LTD 
KAMAHOLD,KAMA HOLDINGS LTD.       
KAMATHOTEL,KAMAT HOTELS (I) LTD     
KAMDHENU,KAMDHENU LIMITED         
KAMOPAINTS,KAMDHENU VENTURES LIMITED
KANANIIND,KANANI INDUSTRIES LTD    
KANCHI,KANCHI KARPOORAM LTD.    
KANDARP,KANDARP DG SMART BPO LTD 
KANORICHEM,KANORIACHEMICALS-        
KANPRPLA,KANPUR PLASTIPACK LIMITED
KANSAINER,KANSAI NEROLAC PAINTS LTD
KAPSTON,KAPSTON SERVICES LIMITED 
KARMAENG,KARMA ENERGY LIMITED     
KARNIKA,KARNIKA INDUSTRIES LTD   
KARURVYSYA,KARUR VYSYA BANK LTD     
KATARIA,KATARIA INDUSTRIES LTD   
KAUSHALYA,KAUSHALYA INFRA DEV LTD. 
KAVDEFENCE,KAVVERI DFS & WIR TEC LTD
KAYA,KAYA LIMITED             
KAYNES,KAYNES TECHNOLOGY IND LTD
KAYTEX,KAYTEX FABRICS LIMITED   
KCEIL,KAY CEE ENERGY & INFRA L 
KCK,KCK INDUSTRIES LTD       
KCP,KCP LTD                  
KCPSUGIND,KCPSUGARINDUS            
KDDL,KDDL LIMITED             
KDL,KORE DIGITAL LIMITED     
KEC,KEC INTL. LIMITED        
KECL,KIRLOSKAR ELECTRIC CO LTD
KEEPLEARN,DSJ KEEP LEARNING LTD    
KEI,KEI INDUSTRIES LTD.      
KELLTONTEC,KELLTON TECH SOL LTD     
KEN,KEN ENTERPRISES LIMITED  
KENNAMET,KENNAMETAL INDIA LIMITED 
KERNEX,KERNEX MICROSYS(I) LTD   
KESORAMIND,KESORAM INDUSTRIES LTD   
KEYFINSERV,KEYNOTE FIN SERV LTD.    
KFINTECH,KFIN TECHNOLOGIES LIMITED
KHADIM,KHADIM INDIA LIMITED     
KHAICHEM,KHAITAN CHEM & FERT LTD  
KHAITANLTD,KHAITAN (INDIA)LTD.      
KHANDSE,KHANDWALA SECURITIES LTD 
KHFM,KHFM HOS FAC MANA SER LTD
KICL,KALYANI INVEST CO LTD    
KILITCH,KILITCH DRUGS INDIA LTD  
KIMS,KRISHNA INST OF MED SCI L
KINGFA,KINGFA SCI & TEC IND LTD.
KIOCL,KIOCL LIMITED            
KIRANVYPAR,KIRAN VYAPAR LTD.        
KIRIINDUS,KIRI INDUSTRIES LIMITED  
KIRLFER,KIRLOSKAR FERROUS IND LTD
KIRLOSBROS,KIRLOSKAR BROTHERS LTD   
KIRLOSENG,KIRLOSKAR OIL ENG LTD    
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD 
KIRLPNU,KIRLOSKAR PNEUMATIC COM L
KISSHT,ONEMI TECHNOLOGY SOL LTD 
KITEX,KITEX GARMENTS LTD       
KKCL,KEWAL KIRAN CLOTHING LTD 
KKJEWELS,KABRA JEWELS LIMITED     
KKVAPOW,KKV AGRO POWERS LTD.     
KLBRENG-B,KILBURN ENGINEERING LTD. 
KLL,KAUSHALYA LOGISTICS LTD  
KMEW,KNOWLEDGE MARINE & EN W L
KMSUGAR,K M SUGAR MILLS LTD      
KNACK,KNACK PACKAGING LIMITED  
KNAGRI,KN AGRI RESOURCES LIMITED
KNRCON,KNR CONSTRU LTD.         
KODYTECH,KODY TECHNOLAB LIMITED   
KOHINOOR,KOHINOOR FOODS LIMITED   
KOKUYOCMLN,KOKUYO CAMLIN LIMITED    
KOLTEPATIL,KOLTE PATIL DEV. LTD.    
KONSTELEC,KONSTELEC ENGINEERS LTD  
KONTOR,KONTOR SPACE LIMITED     
KOPRAN,KOPRAN LTD               
KORE,JAY JALARAM TECHNO LTD   
KOTAKBANK,KOTAK MAHINDRA BANK LTD  
KOTARISUG,KOTHARI SUG & CHEM LTD.  
KOTHARIPET,KOTHARI PETROCHEM LTD    
KOTHARIPRO,KOTHARI PRODUCTS LTD     
KOTIC,KOTHARI INDUSTRIAL CORP L
KOTYARK,KOTYARK INDUSTRIES LTD   
KOVAI,KOVAI MEDICAL CENTER & HO
KPEL,K.P. ENERGY LIMITED      
KPIGREEN,KPI GREEN ENERGY LIMITED 
KPIL,KALPATARU PROJECT INT LTD
KPITTECH,KPIT TECHNOLOGIES LIMITED
KPL,KWALITY PHARMACEUTICALS L
KPRMILL,KPR MILL LTD.            
KRBL,KRBL LIMITED             
KREBSBIO,KREBS BIOCHEMICALS & IND 
KRIDHANINF,KRIDHAN INFRA LIMITED    
KRISHANA,KRISHANA PHOSCHEM LIMITED
KRISHCA,KRISHCA STRAPPING SLTN L 
KRISHIVAL,KRISHIVAL FOODS LIMITED  
KRISHNADEF,KRISHNA DEF AND ALD IND L
KRITI,KRITI INDUSTRIES IND LTD 
KRITIKA,KRITIKA WIRES LIMITED    
KRITINUT,KRITI NUTRIENTS LIMITED  
KRMAYURVED,KRM AYURVEDA LIMITED     
KRN,KRN HEAT EXCHANGE N REF L
KRONOX,KRONOX LAB SCIENCES LTD  
KROSS,KROSS LIMITED            
KRSNAA,KRSNAA DIAGNOSTICS LTD   
KRT,KNOWLEDGE REALTY TRUST   
KRYSTAL,KRYSTAL INTEGRATED SER L 
KSB,KSB LIMITED              
KSCL,KAVERI SEED CO. LTD.     
KSHINTL,KSH INTERNATIONAL LIMITED
KSHITIJPOL,KSHITIJ POLYLINE LIMITED 
KSL,KALYANI STEELS LIMITED   
KSOLVES,KSOLVES INDIA LIMITED    
KSR,KSR FOOTWEAR LIMITED     
KTKBANK,KARNATAKA BANK LIMITED   
KUANTUM,KUANTUM PAPERS LIMITED   
KUSUMGAR,KUSUMGAR LIMITED         
KWIL,KWALITY WALL'S (INDIA) L 
LAGNAM,LAGNAM SPINTEX LIMITED   
LAHOTIOV,LAHOTI OVERSEAS LTD.     
LAKPRE,LAKSHMI PRE SCRE LTD     
LAKSHYA,LAKSHYA POWERTECH LIMITED
LAL,LORENZINI APPARELS LTD   
LALPATHLAB,DR. LAL PATH LABS LTD.   
LAMBODHARA,LAMBODHARA TEXTILES LTD. 
LAMOSAIC,LAMOSAIC INDIA LIMITED   
LANCORHOL,LANCOR HOLDINGS LIMITED  
LANDMARK,LANDMARK CARS LIMITED    
LANDSMILL,LANDSMILL GREEN LIMITED  
LAOPALA,LA OPALA RG LIMITED      
LASA,LASA SUPERGENERICS LTD   
LASERPOWER,LASER POWER & INFRA LTD  
LATENTVIEW,LATENT VIEW ANALYTICS LTD
LATTEYS,LATTEYS INDUSTRIES LTD   
LAURUSLABS,LAURUS LABS LIMITED      
LAXMICOT,LAXMI COTSPIN LIMITED    
LAXMIDENTL,LAXMI DENTAL LIMITED     
LAXMIINDIA,LAXMI INDIA FINANCE LTD  
LCCINFOTEC,LCC INFOTECH LTD         
LCL,LOHIA CORP LIMITED       
LEAPIND,LEAP INDIA LIMITED       
LEMERITE,LE MERITE EXPORTS LIMITED
LEMONTREE,LEMON TREE HOTELS LTD    
LENSKART,LENSKART SOLUTIONS LTD   
LEXUS,LEXUS GRANITO (INDIA) LTD
LFIC,LAKSHMI FIN IND CORP LTD 
LGBBROSLTD,LG BALAKRISHNAN & BROS   
LGEINDIA,LG ELECTRONICS INDIA LTD 
LGHL,LAXMI GOLDORNA HOUSE LTD 
LIBAS,LIBAS CONSU PRODUCTS LTD 
LIBERTSHOE,LIBERTY SHOES LTD        
LICHSGFIN,LIC HOUSING FINANCE LTD  
LICI,LIFE INSURA CORP OF INDIA
LIKHITHA,LIKHITHA INFRASTRUC LTD  
LINC,LINC LIMITED             
LINCOLN,LINCOLN PHARMA LTD       
LINDEINDIA,LINDE INDIA LIMITED      
LLOYDS,LLOYDS LUXURIES LIMITED  
LLOYDSENGG,LLOYDS ENGG WORK LIMITED 
LLOYDSENT,LLOYDS ENTERPRISES LTD   
LLOYDSME,LLOYDS METALS N ENERGY L 
LMW,LMW LIMITED              
LODHA,LODHA DEVELOPERS LIMITED 
LOKESHMACH,LOKESH MACHINES LTD      
LORDSCHLO,LORDS CHLORO ALKALI LTD  
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L
LOTUSEYE,LOTUS EYE HOSP & INST L  
LOVABLE,LOVABLE LINGERIE LTD     
LOYALTEX,LOYAL TEXTILE MILLS LTD  
LPDC,LANDMARK PR.DEV.CO.LTD   
LRRPL,LEAD REC AND RUB PROD LTD
LT,LARSEN & TOUBRO LTD.     
LTF,L&T FINANCE LIMITED      
LTFOODS,LT FOODS LIMITED         
LTM,LTM LIMITED              
LTTS,L&T TECHNOLOGY SER. LTD. 
LUMAXIND,LUMAX INDUSTRIES LTD     
LUMAXTECH,LUMAX AUTO TECH LTD      
LUPIN,LUPIN LIMITED            
LUXIND,LUX INDUSTRIES LIMITED   
LXCHEM,LAXMI ORGANIC INDUS LTD  
LYKALABS,LYKA LABS LTD.           
M&M,MAHINDRA & MAHINDRA LTD  
M&MFIN,M&M FIN. SERVICES LTD    
MAANALU,MAAN ALUMINIUM LIMITED   
MACOBSTECH,MACOBS TECHNOLOGIES LTD  
MACPOWER,MACPOWER CNC MACHINES LTD
MADHAV,MADHAV MARBLE & GRANITE  
MADHAVBAUG,VAIDYA SANE AYUR LAB LTD 
MADHAVIPL,MADHAV INFRA PROJECTS L  
MADHUCON,MADHUCON PROJECTS LTD.   
MADHUSUDAN,MADHUSUDAN MASALA LIMITED
MADRASFERT,MADRAS FERTILISERS LTD   
MAFATIND,MAFATLAL INDUSTRIES LTD. 
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD
MAGNUM,MAGNUM VENTURES LTD.     
MAGSON,MAGSON RETAIL AND DIST L 
MAHABANK,BANK OF MAHARASHTRA      
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L
MAHASTEEL,MAHAMAYA STEEL INDS LTD  
MAHEPC,MAHINDRA EPC IRRIG LTD   
MAHESHWARI,MAHESHWARI LOGISTICS LTD.
MAHICKRA,MAHICKRA CHEMICAL LIMITED
MAHLIFE,MAHINDRA LIFESPACE DEVLTD
MAHLOG,MAHINDRA LOGISTIC LIMITED
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD 
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD 
MAITHANALL,MAITHAN ALLOYS LTD       
MAITREYA,MAITREYA MEDICARE LIMITED
MAJESAUT,MAJESTIC AUTO LTD.       
MAKS,MAKS ENERGY SOL INDIA LTD
MAL,MANGALAM ALLOYS LIMITED  
MALLCOM,MALLCOM (INDIA) LIMITED  
MALUPAPER,MALU PAPER MILLS LIMITED 
MAMATA,MAMATA MACHINERY LIMITED 
MANAKALUCO,MANAK ALUMINIUM CO. LTD. 
MANAKCOAT,MAN COAT METAL & IND LTD 
MANAKSIA,MANAKSIA LTD.            
MANAKSTEEL,MANAKSIA STEELS LTD      
MANALIPETC,MANALI PETROCHEMICALS LT 
MANAPPURAM,MANAPPURAM FINANCE LTD   
MANAV,MANAV INFRA PROJECTS LTD 
MANBA,MANBA FINANCE LIMITED    
MANCREDIT,MANGAL CREDIT N FINCORP L
MANDEEP,MANDEEP AUTO INDUSTRIES L
MANGALAM,MANGALAM DRUG & CHEM LTD 
MANGLMCEM,MANGALAM CEMENT LTD      
MANILAM,MANILAM INDUSTRIES IND L 
MANINDS,MAN INDUSTRIES (I) LTD.  
MANINFRA,MAN INFRA LTD            
MANIPALHOS,MANIPAL HEALTH ENTERPRI L
MANKIND,MANKIND PHARMA LIMITED   
MANOMAY,MANOMAY TEX INDIA LTD    
MANORAMA,MANORAMA INDUSTRIES LTD  
MANORG,MANGALAM ORGANICS LIMITED
MANUGRAPH,MANUGRAPH INDIA LIMITED  
MANYAVAR,VEDANT FASHIONS LIMITED  
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED
MARALOVER,MARAL OVERSEAS LTD       
MARATHON,MARATHON NXTGEN REALT LTD
MARC,MARC TECHNOCRATS LIMITED 
MARCO,MARCO CABLE & CONDUCTOR L
MARICO,MARICO LIMITED           
MARINE,MARINE ELECTRICAL (I) LTD
MARINETRAN,MARINETRANS INDIA LIMITED
MARKOLINES,MARKOLINES PAVEMENT TEC L
MARKSANS,MARKSANS PHARMA LIMITED  
MARSONS,MARSONS LIMITED          
MARUSHIKA,MARUSHIKA TECHNOLOGY LTD 
MARUTI,MARUTI SUZUKI INDIA LTD. 
MASFIN,MAS FINANCIAL SERV LTD   
MASKINVEST,MASK INVESTMENTS LIMITED 
MASON,MASON INFRATECH LIMITED  
MASTEK,MASTEK LTD               
MASTER,MASTER COMPONENTS LIMITED
MASTERTR,MASTER TRUST LIMITED     
MATRIMONY,MATRIMONY.COM LIMITED    
MAWANASUG,MAWANA SUGARS LIMITED    
MAXESTATES,MAX ESTATES LIMITED      
MAXHEALTH,MAX HEALTHCARE INS LTD   
MAXIND,MAX INDIA LIMITED        
MAXPOSURE,MAXPOSURE LIMITED        
MAXVOLT,MAXVOLT ENERGY INDUS L   
MAYASHEEL,MAYASHEEL VENTURES LTD   
MAYURUNIQ,MAYUR UNIQUOTERS LTD     
MAZDA,MAZDA LIMITED            
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD
MBAPL,MADHYA BHARAT AGRO P. LTD
MBEL,M AND B ENGINEERING LTD  
MBLINFRA,MBL INFRASTRUCTURE LTD   
MCCHRLS-B,MAC CHARLES (INDIA) LTD. 
MCL,M TEK COPPER LIMITED     
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD. 
MCLOUD,MAGELLANIC CLOUD LIMITED 
MCON,MCON RASAYAN INDIA LTD   
MCX,MULTI COMMODITY EXCHANGE 
MDL,MARVEL DECOR LIMITED     
MEDANTA,GLOBAL HEALTH LIMITED    
MEDIASSIST,MEDI ASSIST HEALTH SER L 
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED
MEDICO,MEDICO REMEDIES LIMITED  
MEDIORG,MEDICAMEN ORGANICS LTD   
MEDISTEP,MEDISTEP HEALTHCARE LTD  
MEDPLUS,MEDPLUS HEALTH SERV LTD  
MEESHO,MEESHO LIMITED           
MEGAFLEX,MEGA FLEX PLASTICS LTD   
MEGASTAR,MEGASTAR FOODS LIMITED   
MEGATHERM,MEGATHERM INDUCTION LTD  
MEIL,MANGAL ELECTRICAL IND L  
MENNPIS,MENON PISTONS LTD.       
MENONBE,MENON BEARINGS LIMITED   
MEP,MEP INFRA. DEVELOPERS LTD
MERCANTILE,MERCANTILE VENTURES LTD. 
MERCURYEV,MERCURY EV-TECH LIMITED  
METALIC,METALIC TECHNOFORGE LTD  
METROBRAND,METRO BRANDS LIMITED     
METROGLOBL,METROGLOBAL LTD.         
METROPOLIS,METROPOLIS HEALTHCARE LTD
MFML,MAHALAXMI FABRIC MILLS LT
MFSL,MAX FINANCIAL SERV LTD   
MGEL,MANGALAM GLOBAL ENT LTD  
MGL,MAHANAGAR GAS LTD.       
MGSL,MATRIX GEO SOLUTIONS LTD 
MHHL,MOHINI HEALTH&HYGIENE LTD
MHLXMIRU,MAHALAXMI RUBTECH LIMITED
MHRIL,MAHINDRA HOLIDAYS LTD    
MICEL,MIC ELECTRONICS LTD      
MICROPRO,MICROPRO SOFTWARE SOL L  
MIDHANI,MISHRA DHATU NIGAM LTD   
MIDWESTLTD,MIDWEST LIMITED          
MIEL,MANGLAM INFRA & ENG LTD  
MILTON,MILTON INDUSTRIES LIMITED
MINDACORP,MINDA CORPORATION LTD    
MINDPOOL,MINDPOOL TECHNOLOGIES LTD
MINDSPACE,MINDSPACE BUSINESS P REIT
MINDTECK,MINDTECK (INDIA) LIMITED 
MIRZAINT,MIRZA INTERNATIONAL LIMIT
MITCON,MITCON CON & ENG SER LTD 
MITTAL,MITTAL LIFE STYLE LIMITED
MKPL,M K PROTEINS LIMITED     
MMEL,MOVING MEDIA ENTER LTD   
MMFL,MM FORGINGS LTD          
MMP,MMP INDUSTRIES LIMITED   
MMTC,MMTC LIMITED             
MMWL,MEDIA MATRIX WORLDWIDE L 
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD 
MOBILISE,MOBILISE APP LAB LIMITED 
MODINATUR,MODI NATURALS LIMITED    
MODIRUBBER,MODI RUBBER LTD          
